"spell_duration","cens","case.ID","race","sex","highest_educ","age_at_start"
19,1,5139,3,1,0,1990
2,0,5141,1,1,0,1993
16,1,5143,1,2,1,1989
3,1,5143,1,2,1,1990
29,1,5143,1,2,1,1991
2,1,5143,1,2,1,1993
4,1,5144,3,1,0,1992
13,1,5145,3,1,0,1992
26,1,5148,3,2,0,1990
2,1,5148,3,2,0,1992
2,1,5148,3,2,0,1992
5,0,5149,3,1,0,1993
133,0,5150,3,2,1,1991
86,1,5152,3,2,0,1990
4,1,5152,3,2,0,1993
40,0,5152,3,2,0,1993
4,1,5156,3,1,1,1991
2,1,5156,3,1,1,1992
9,1,5157,3,2,1,1990
1,1,5157,3,2,1,1991
23,1,5157,3,2,1,1991
13,1,5157,3,2,1,1992
6,1,5159,3,2,0,1989
4,1,5159,3,2,0,1990
7,1,5159,3,2,0,1990
171,0,5159,3,2,0,1990
3,1,5160,3,1,0,1989
2,1,5160,3,1,0,1989
5,1,5161,3,1,0,1993
17,1,5163,3,2,0,1990
12,1,5163,3,2,0,1992
23,1,5163,3,2,0,1993
2,1,5165,3,1,0,1989
2,1,5165,3,1,0,1991
1,1,5165,3,1,0,1991
5,1,5165,3,1,0,1992
12,1,5165,3,1,0,1993
8,1,5167,3,1,0,1992
2,1,5167,3,1,0,1992
7,1,5168,3,1,1,1991
3,1,5168,3,1,1,1992
2,1,5168,3,1,1,1992
2,1,5169,3,2,1,1990
128,1,5169,3,2,1,1991
4,1,5169,3,2,1,1993
1,0,5169,3,2,1,1993
2,1,5170,3,1,1,1993
40,1,5171,1,2,0,1989
63,1,5171,1,2,0,1990
8,1,5171,1,2,0,1991
2,1,5171,1,2,0,1992
4,1,5171,1,2,0,1993
6,1,5172,3,1,1,1992
1,1,5172,3,1,1,1992
23,1,5172,3,1,1,1992
22,0,5172,3,1,1,1993
8,1,5174,3,1,1,1992
11,1,5176,3,2,0,1991
5,1,5178,3,1,1,1989
6,1,5179,3,2,0,1989
18,1,5179,3,2,0,1990
7,1,5179,3,2,0,1991
7,1,5179,3,2,0,1992
14,1,5179,3,2,0,1993
2,1,5182,3,1,0,1991
4,1,5182,3,1,0,1992
10,1,5183,3,2,1,1991
1,1,5184,3,1,0,1989
17,1,5184,3,1,0,1989
2,1,5184,3,1,0,1990
3,1,5184,3,1,0,1991
61,1,5185,3,1,1,1989
43,1,5185,3,1,1,1990
34,1,5185,3,1,1,1991
3,1,5185,3,1,1,1992
1,1,5187,3,1,1,1991
62,1,5189,3,2,0,1990
104,0,5189,3,2,0,1992
3,1,5190,3,2,0,1989
7,1,5192,3,1,0,1989
6,1,5192,3,1,0,1989
3,1,5192,3,1,0,1990
9,1,5192,3,1,0,1990
3,1,5192,3,1,0,1991
78,1,5192,3,1,0,1991
2,1,5195,3,2,0,1990
13,1,5199,3,2,1,1991
11,1,5199,3,2,1,1992
11,1,5199,3,2,1,1993
2,1,5200,3,2,0,1989
2,1,5200,3,2,0,1989
7,1,5200,3,2,0,1989
17,1,5200,3,2,0,1989
7,1,5200,3,2,0,1990
8,1,5200,3,2,0,1992
2,1,5200,3,2,0,1992
4,1,5200,3,2,0,1992
10,1,5201,3,2,0,1990
6,1,5201,3,2,0,1990
19,1,5201,3,2,0,1991
2,1,5201,3,2,0,1993
3,1,5201,3,2,0,1993
78,1,5203,1,1,1,1991
5,1,5203,1,1,1,1993
15,0,5203,1,1,1,1993
7,1,5204,3,1,0,1989
53,1,5206,3,1,1,1989
1,1,5206,3,1,1,1992
1,1,5207,3,1,0,1989
226,0,5207,3,1,1,1989
10,1,5208,3,2,0,1990
26,0,5208,3,2,0,1993
2,1,5209,3,2,0,1993
2,1,5209,3,2,0,1993
3,1,5211,3,1,0,1989
1,1,5211,3,1,0,1991
3,1,5211,3,1,0,1991
4,1,5211,3,1,0,1991
11,1,5211,3,1,0,1992
5,1,5211,3,1,0,1993
8,1,5212,3,2,1,1989
14,1,5212,3,2,1,1990
88,1,5214,3,2,1,1989
59,1,5214,3,2,1,1991
48,0,5214,3,2,1,1993
3,1,5215,3,1,0,1989
6,1,5215,3,1,0,1989
25,1,5215,3,1,0,1991
55,0,5215,3,1,0,1992
28,1,5216,3,2,0,1989
21,1,5216,3,2,0,1990
85,0,5216,3,2,0,1992
38,1,5217,1,1,0,1991
8,1,5219,3,2,0,1989
4,1,5223,3,1,0,1990
2,1,5224,3,2,0,1991
2,1,5224,3,2,0,1991
3,1,5224,3,2,0,1992
25,0,5224,3,2,0,1993
11,1,5228,3,2,1,1991
47,0,5230,3,1,0,1993
54,1,5231,3,2,0,1989
19,0,5232,3,2,0,1993
1,1,5233,3,2,0,1993
5,1,5235,3,1,1,1993
20,1,5236,3,2,0,1990
101,1,5236,3,2,0,1990
4,1,5236,3,2,0,1992
3,0,5236,3,2,0,1993
8,1,5237,3,1,0,1990
4,1,5237,3,1,0,1992
1,1,5237,3,1,0,1993
1,1,5238,3,1,0,1991
1,1,5238,3,1,0,1993
31,1,5239,3,2,0,1990
117,0,5239,3,2,0,1991
2,1,5240,3,2,1,1989
57,1,5240,3,2,1,1990
3,1,5240,3,2,1,1992
15,1,5240,3,2,1,1993
1,1,5241,3,2,1,1992
1,1,5241,3,2,1,1993
3,0,5242,1,1,1,1989
152,1,5245,1,1,1,1989
18,1,5248,3,1,1,1992
2,1,5249,3,1,1,1989
1,1,5249,3,1,1,1989
5,1,5249,3,1,1,1990
2,1,5249,3,1,1,1990
17,1,5249,3,1,1,1990
6,1,5249,3,1,1,1992
6,1,5249,3,1,1,1992
13,1,5249,3,1,1,1992
15,1,5249,3,1,1,1993
1,1,5250,3,1,1,1990
21,1,5250,3,1,1,1990
2,1,5250,3,1,1,1992
4,1,5252,3,1,0,1990
12,1,5252,3,1,0,1991
24,1,5252,3,1,0,1991
4,1,5252,3,1,0,1992
11,1,5252,3,1,0,1992
5,1,5252,3,1,0,1993
17,1,5255,3,2,0,1993
1,1,5256,3,2,1,1991
12,1,5256,3,2,1,1993
2,1,5257,3,1,0,1989
21,1,5257,3,1,0,1991
1,1,5257,3,1,0,1993
14,1,5257,3,1,0,1993
9,0,5257,3,1,0,1993
4,1,5261,1,2,0,1990
2,1,5261,1,2,0,1990
3,1,5261,1,2,0,1992
2,1,5261,1,2,0,1993
7,1,5262,3,2,0,1989
1,1,5262,3,2,0,1990
1,1,5262,3,2,0,1991
15,0,5263,3,1,1,1993
9,1,5266,3,1,1,1993
1,1,5267,3,1,1,1991
23,1,5267,3,1,1,1991
1,1,5267,3,1,1,1992
21,1,5268,3,2,0,1991
44,1,5268,3,2,0,1991
2,1,5268,3,2,0,1992
13,1,5268,3,2,0,1993
15,1,5269,3,1,0,1989
1,0,5269,3,1,0,1993
79,1,5270,3,1,0,1989
23,1,5270,3,1,0,1991
39,1,5270,3,1,0,1992
158,1,5271,3,2,0,1989
56,0,5271,3,2,0,1992
23,1,5272,3,2,0,1989
56,1,5272,3,2,0,1989
10,1,5272,3,2,0,1991
2,1,5273,3,2,0,1993
17,1,5274,3,1,0,1989
25,1,5274,3,1,0,1990
1,1,5275,3,2,0,1989
93,1,5275,3,2,0,1991
219,0,5276,3,2,0,1989
3,1,5277,3,2,0,1989
2,1,5277,3,2,0,1990
164,0,5277,3,2,0,1990
21,1,5278,3,1,0,1990
2,1,5280,3,2,0,1989
26,1,5280,3,2,0,1990
23,1,5282,3,2,1,1989
28,1,5282,3,2,1,1991
161,0,5283,3,2,0,1990
5,1,5284,3,1,0,1989
5,1,5284,3,1,0,1989
7,1,5284,3,1,0,1992
10,1,5284,3,1,0,1993
2,1,5284,3,1,0,1993
5,1,5285,3,2,0,1990
4,1,5285,3,2,0,1990
32,1,5285,3,2,0,1990
94,1,5285,3,2,0,1991
1,1,5286,3,2,0,1990
174,0,5286,3,2,0,1990
4,1,5291,3,1,0,1989
2,1,5291,3,1,0,1991
4,1,5291,3,1,0,1991
4,1,5291,3,1,0,1992
3,1,5291,3,1,0,1993
11,1,5294,3,2,0,1991
9,1,5294,3,2,0,1992
3,1,5294,3,2,0,1992
8,1,5294,3,2,0,1993
44,1,5295,3,2,1,1989
74,1,5296,3,1,0,1992
52,1,5297,3,1,0,1989
7,1,5297,3,1,0,1992
37,1,5297,3,1,0,1992
235,0,5299,3,2,1,1989
3,1,5301,3,2,0,1989
6,1,5301,3,2,0,1991
3,1,5301,3,2,0,1993
63,0,5303,3,1,0,1989
2,1,5304,3,1,1,1989
230,0,5304,3,1,1,1989
43,1,5306,3,1,0,1989
8,1,5308,3,2,0,1989
2,1,5308,3,2,0,1989
4,1,5308,3,2,0,1989
101,1,5308,3,2,1,1990
71,1,5308,3,2,1,1992
2,1,5308,3,2,1,1993
5,1,5309,3,2,0,1989
2,1,5309,3,2,0,1992
13,1,5309,3,2,0,1993
2,1,5310,3,2,1,1990
11,1,5311,3,2,0,1989
4,1,5311,3,2,0,1990
91,1,5311,3,2,0,1991
15,0,5311,3,2,0,1993
105,1,5312,3,1,0,1990
7,1,5312,3,1,0,1992
2,0,5312,3,1,0,1993
14,1,5313,3,1,0,1989
18,1,5313,3,1,0,1990
22,1,5313,3,1,0,1991
4,1,5313,3,1,0,1992
14,1,5313,3,1,0,1992
1,1,5314,3,2,1,1989
235,0,5314,3,2,1,1989
11,1,5317,3,2,0,1989
35,1,5317,3,2,0,1989
111,1,5317,3,2,0,1991
7,1,5317,3,2,0,1993
19,0,5317,3,2,0,1993
2,1,5318,3,1,1,1990
2,1,5318,3,1,1,1990
5,1,5318,3,1,1,1990
3,1,5318,3,1,1,1990
6,1,5318,3,1,1,1990
2,1,5318,3,1,1,1991
92,1,5318,3,1,1,1991
2,1,5318,3,1,1,1993
9,1,5320,3,1,0,1989
3,1,5320,3,1,0,1990
10,1,5320,3,1,0,1990
1,1,5320,3,1,0,1991
2,1,5320,3,1,0,1991
2,1,5320,3,1,0,1991
12,1,5320,3,1,0,1991
4,1,5320,3,1,0,1993
1,1,5321,3,1,0,1990
3,1,5321,3,1,0,1993
29,0,5321,3,1,0,1993
4,1,5322,3,1,0,1991
3,1,5322,3,1,0,1991
11,1,5322,3,1,0,1991
11,1,5323,3,1,0,1990
30,1,5323,3,1,0,1991
37,0,5323,3,1,0,1993
2,1,5324,3,1,0,1990
76,1,5324,3,1,0,1990
85,0,5324,3,1,0,1992
9,1,5326,3,2,1,1991
2,1,5327,3,2,0,1989
109,1,5327,3,2,0,1990
59,0,5327,3,2,0,1992
5,1,5328,3,2,0,1991
5,1,5328,3,2,0,1993
1,1,5328,3,2,0,1993
2,1,5330,3,2,1,1989
42,1,5330,3,2,1,1989
4,1,5330,3,2,1,1990
3,1,5330,3,2,1,1991
27,1,5330,3,2,1,1991
42,1,5333,3,2,0,1989
92,1,5333,3,2,1,1990
55,1,5333,3,2,1,1992
2,0,5333,3,2,1,1993
22,1,5337,3,1,0,1989
49,1,5337,3,1,0,1990
82,1,5337,3,1,0,1991
6,1,5338,3,2,0,1989
48,1,5338,3,2,0,1989
3,1,5338,3,2,0,1991
14,1,5338,3,2,0,1991
3,1,5338,3,2,0,1992
3,1,5339,3,2,0,1989
1,1,5339,3,2,0,1989
8,1,5339,3,2,0,1989
3,1,5339,3,2,0,1989
14,1,5339,3,2,0,1990
3,1,5339,3,2,0,1990
3,1,5339,3,2,0,1991
3,1,5339,3,2,0,1991
4,1,5339,3,2,0,1992
8,1,5339,3,2,0,1992
2,0,5339,3,2,0,1993
2,1,5340,3,2,1,1989
11,1,5340,3,2,1,1989
4,1,5340,3,2,1,1993
1,1,5342,3,1,1,1989
2,1,5342,3,1,1,1990
2,1,5342,3,1,1,1991
2,1,5342,3,1,1,1991
7,1,5343,3,1,1,1991
19,1,5343,3,1,1,1992
7,1,5343,3,1,1,1993
3,1,5344,3,1,1,1989
11,1,5344,3,1,1,1989
7,1,5349,3,2,1,1992
4,1,5351,3,2,1,1991
5,1,5351,3,2,1,1992
6,1,5351,3,2,1,1993
2,1,5353,3,2,0,1991
7,1,5354,3,1,0,1989
4,1,5354,3,1,0,1989
6,1,5354,3,1,0,1990
19,1,5354,3,1,0,1990
6,1,5354,3,1,0,1991
2,1,5354,3,1,0,1992
3,1,5354,3,1,0,1993
6,1,5356,3,1,0,1991
108,1,5360,3,2,1,1989
45,1,5360,3,2,1,1992
18,1,5361,3,1,1,1989
27,1,5361,3,1,1,1989
10,1,5361,3,1,1,1990
2,1,5364,3,1,0,1989
19,1,5364,3,1,0,1989
1,1,5364,3,1,0,1990
1,1,5364,3,1,1,1991
2,1,5364,3,1,1,1991
1,1,5364,3,1,1,1992
1,1,5364,3,1,1,1992
1,1,5364,3,1,1,1992
2,1,5364,3,1,1,1992
1,1,5364,3,1,1,1993
8,1,5364,3,1,1,1993
84,1,5365,3,1,1,1990
1,1,5365,3,1,1,1992
38,1,5365,3,1,1,1992
1,1,5365,3,1,1,1993
28,0,5365,3,1,1,1993
2,1,5366,3,1,0,1989
16,1,5369,3,2,1,1990
5,1,5369,3,2,1,1991
6,1,5370,3,2,0,1990
12,1,5371,3,1,0,1990
34,1,5372,3,2,1,1989
4,1,5372,3,2,1,1990
3,1,5372,3,2,1,1991
4,1,5372,3,2,1,1993
10,1,5373,3,2,1,1989
55,1,5373,3,2,1,1990
9,1,5373,3,2,1,1992
12,1,5374,3,2,1,1990
3,1,5374,3,2,1,1990
14,1,5374,3,2,1,1991
13,1,5374,3,2,1,1992
4,1,5376,3,2,0,1989
55,1,5376,3,2,0,1989
9,1,5376,3,2,0,1990
1,1,5376,3,2,0,1991
2,1,5376,3,2,0,1993
4,0,5376,3,2,0,1993
38,1,5377,3,1,1,1989
3,1,5377,3,1,1,1991
3,1,5377,3,1,1,1993
2,1,5378,3,2,1,1993
7,1,5379,3,1,0,1990
4,1,5379,3,1,0,1992
8,1,5379,3,1,0,1993
2,1,5381,3,2,1,1989
2,1,5381,3,2,1,1989
101,0,5381,3,2,1,1991
2,1,5383,3,1,1,1992
24,1,5385,3,2,0,1989
20,1,5385,3,2,0,1989
126,0,5385,3,2,0,1991
114,1,5387,3,2,1,1989
9,1,5387,3,2,1,1992
3,1,5388,3,2,1,1993
72,1,5389,3,2,1,1989
1,1,5389,3,2,1,1990
10,1,5389,3,2,1,1991
3,1,5389,3,2,1,1991
13,1,5389,3,2,1,1992
3,1,5389,3,2,1,1992
2,1,5389,3,2,1,1993
1,1,5389,3,2,1,1993
4,1,5389,3,2,1,1993
254,0,5391,3,2,1,1989
3,1,5392,3,1,0,1989
6,1,5393,3,2,1,1990
5,1,5393,3,2,1,1990
2,1,5393,3,2,1,1990
9,1,5397,3,2,1,1989
16,1,5397,3,2,1,1992
21,1,5400,3,1,0,1989
21,1,5400,3,1,0,1990
8,1,5400,3,1,0,1991
3,1,5400,3,1,0,1993
6,1,5400,3,1,0,1993
7,1,5406,3,2,1,1989
3,1,5406,3,2,1,1989
2,1,5406,3,2,1,1990
6,1,5406,3,2,1,1991
2,1,5406,3,2,1,1991
9,1,5407,3,1,0,1989
24,1,5407,3,1,0,1990
3,1,5408,3,2,0,1990
1,1,5408,3,2,0,1991
64,1,5408,3,2,0,1991
3,1,5409,3,2,0,1991
2,1,5409,3,2,0,1992
2,1,5409,3,2,0,1992
3,1,5410,3,1,1,1990
2,1,5415,3,1,1,1992
10,1,5417,3,1,0,1989
14,1,5421,3,2,0,1989
38,1,5421,3,2,0,1990
40,1,5421,3,2,0,1991
39,1,5421,3,2,0,1992
19,0,5421,3,2,0,1993
3,1,5422,3,2,0,1992
7,1,5423,3,1,0,1989
18,1,5423,3,1,0,1990
173,1,5423,3,1,0,1990
4,1,5426,3,2,1,1989
2,1,5426,3,2,1,1990
10,1,5426,3,2,1,1991
23,1,5426,3,2,1,1991
20,1,5426,3,2,1,1993
4,0,5426,3,2,1,1993
3,1,5427,3,2,1,1989
2,1,5430,3,1,1,1989
3,1,5430,3,1,1,1989
3,1,5430,3,1,1,1990
25,1,5436,3,2,0,1990
16,1,5436,3,2,0,1991
16,1,5436,3,2,0,1992
7,1,5441,3,1,1,1989
76,1,5441,3,1,1,1989
59,1,5441,3,1,1,1991
10,1,5441,3,1,1,1992
44,1,5442,3,2,1,1989
64,1,5442,3,2,1,1991
3,1,5442,3,2,1,1992
24,1,5442,3,2,1,1992
17,0,5442,3,2,1,1993
76,1,5445,3,2,1,1989
57,1,5445,3,2,1,1991
46,1,5446,3,1,0,1991
11,1,5446,3,1,0,1993
27,1,5449,3,1,0,1991
104,0,5449,3,1,0,1992
12,1,5450,3,2,0,1992
23,1,5450,3,2,0,1992
11,0,5450,3,2,0,1993
3,1,5451,3,1,0,1990
11,1,5453,3,2,1,1989
3,1,5454,3,2,0,1990
3,1,5454,3,2,0,1990
39,1,5454,3,2,0,1991
12,1,5454,3,2,0,1992
17,1,5454,3,2,0,1992
2,1,5454,3,2,0,1992
81,0,5455,3,2,0,1992
2,1,5458,3,2,0,1991
9,1,5458,3,2,0,1991
2,1,5458,3,2,0,1992
2,1,5458,3,2,0,1992
1,1,5458,3,2,1,1993
28,0,5459,3,2,0,1993
66,1,5460,2,2,1,1992
1,1,5461,3,1,0,1991
3,1,5461,3,1,0,1991
2,1,5463,3,1,0,1989
7,1,5463,3,1,0,1990
8,1,5463,3,1,0,1993
1,1,5467,2,2,0,1991
1,1,5467,2,2,0,1992
38,0,5467,2,2,0,1993
3,1,5468,3,1,0,1991
3,1,5469,3,2,0,1992
2,1,5469,3,2,0,1992
3,1,5469,3,2,0,1992
2,1,5469,3,2,0,1992
3,1,5470,3,1,0,1989
12,1,5473,3,2,0,1989
21,1,5476,2,2,0,1989
31,1,5476,2,2,0,1990
4,1,5477,3,2,0,1989
38,1,5477,3,2,0,1989
2,1,5477,3,2,0,1991
2,1,5477,3,2,0,1991
19,1,5477,3,2,0,1993
31,1,5479,2,2,0,1989
5,1,5479,2,2,0,1990
2,1,5480,2,2,0,1990
6,1,5480,2,2,0,1991
71,1,5480,2,2,0,1992
1,1,5482,2,2,0,1989
11,1,5482,2,2,0,1992
14,1,5485,2,2,1,1991
15,1,5485,2,2,1,1992
13,1,5485,2,2,1,1993
4,1,5486,3,2,0,1992
17,1,5486,3,2,0,1993
3,1,5488,3,2,0,1990
3,1,5491,3,1,0,1991
45,1,5491,3,1,0,1993
2,1,5492,3,2,0,1991
14,1,5493,3,1,0,1990
9,1,5493,3,1,0,1991
3,1,5493,3,1,0,1992
5,1,5493,3,1,0,1993
2,1,5494,3,1,0,1993
7,1,5495,3,1,0,1991
1,1,5497,3,1,0,1990
2,1,5497,3,1,0,1993
1,1,5498,3,2,0,1991
6,1,5498,3,2,0,1991
16,1,5498,3,2,0,1992
2,1,5499,3,1,0,1990
2,1,5500,3,1,1,1992
3,1,5500,3,1,1,1992
3,1,5500,3,1,1,1992
3,1,5500,3,1,1,1992
2,1,5501,3,1,1,1991
5,1,5502,3,2,0,1989
2,1,5502,3,2,0,1990
7,1,5502,3,2,0,1991
3,1,5502,3,2,0,1992
2,1,5502,3,2,0,1992
14,1,5502,3,2,0,1992
2,0,5502,3,2,0,1993
1,1,5505,3,2,0,1991
2,1,5505,3,2,0,1991
1,1,5505,3,2,0,1991
1,1,5505,3,2,0,1991
3,1,5505,3,2,0,1992
2,1,5505,3,2,0,1993
8,1,5508,3,2,0,1991
2,1,5509,3,2,0,1989
2,1,5509,3,2,0,1989
8,1,5509,3,2,0,1992
2,1,5509,3,2,0,1992
2,1,5509,3,2,0,1993
2,1,5509,3,2,0,1993
3,1,5510,3,2,0,1990
10,1,5510,3,2,0,1992
6,1,5510,3,2,0,1993
43,1,5511,3,2,1,1989
2,1,5511,3,2,1,1991
6,1,5511,3,2,1,1991
58,0,5511,3,2,1,1992
4,1,5512,3,1,1,1993
6,1,5514,3,1,0,1991
20,1,5515,2,2,1,1989
6,1,5515,2,2,1,1992
52,1,5516,2,1,0,1989
10,1,5517,2,1,0,1989
153,0,5517,2,1,0,1991
6,1,5518,2,2,1,1990
52,1,5518,2,2,1,1990
2,1,5518,2,2,1,1992
2,1,5518,2,2,1,1993
26,1,5519,3,1,0,1991
81,0,5519,3,1,0,1992
3,1,5521,3,1,0,1989
3,1,5521,3,1,0,1990
3,1,5521,3,1,0,1991
2,1,5521,3,1,0,1993
8,1,5522,3,2,0,1993
3,1,5523,3,2,0,1990
2,1,5523,3,2,0,1992
2,1,5523,3,2,0,1992
7,1,5523,3,2,0,1992
47,0,5523,3,2,0,1993
8,1,5526,3,2,0,1989
4,1,5526,3,2,0,1991
6,1,5526,3,2,0,1993
6,1,5527,3,1,0,1989
2,1,5527,3,1,0,1991
12,1,5527,3,1,0,1993
2,1,5527,3,1,0,1993
1,1,5528,3,2,0,1989
122,0,5530,3,2,0,1991
26,1,5532,3,1,0,1989
18,1,5532,3,1,0,1990
4,1,5532,3,1,0,1993
21,1,5533,3,2,0,1991
2,1,5535,3,1,0,1991
45,1,5535,3,1,0,1992
1,1,5535,3,1,0,1993
29,1,5536,2,2,0,1990
98,1,5536,2,2,0,1990
6,1,5536,2,2,0,1992
32,1,5536,2,2,0,1993
2,1,5536,2,2,0,1993
2,1,5536,2,2,0,1993
3,0,5536,2,2,0,1993
27,1,5537,2,2,0,1989
11,1,5537,2,2,0,1990
165,0,5537,2,2,0,1990
1,1,5539,2,1,0,1989
1,1,5539,2,1,0,1990
1,1,5539,2,1,0,1990
2,1,5539,2,1,0,1990
5,1,5539,2,1,0,1991
2,1,5539,2,1,0,1991
9,1,5539,2,1,0,1991
6,0,5539,2,1,0,1993
43,0,5541,3,2,1,1989
2,1,5542,3,1,0,1992
17,1,5544,3,2,0,1990
35,0,5544,3,2,0,1993
27,1,5548,3,2,0,1989
1,1,5548,3,2,0,1990
32,1,5548,3,2,0,1990
82,0,5548,3,2,0,1992
2,1,5551,3,2,0,1991
3,1,5551,3,2,0,1991
8,1,5551,3,2,0,1992
3,1,5552,3,1,0,1989
3,1,5552,3,1,0,1989
3,1,5552,3,1,0,1989
4,1,5552,3,1,0,1990
2,1,5552,3,1,0,1990
2,1,5552,3,1,0,1991
3,1,5552,3,1,0,1991
3,1,5552,3,1,0,1992
10,1,5554,3,1,0,1990
1,1,5554,3,1,0,1991
5,1,5554,3,1,0,1992
1,1,5555,3,2,0,1989
4,1,5555,3,2,0,1993
3,1,5556,3,1,0,1989
29,1,5557,3,2,1,1990
11,1,5557,3,2,1,1991
5,1,5557,3,2,1,1992
52,1,5559,3,2,0,1992
123,1,5560,3,2,0,1989
1,1,5560,3,2,0,1992
3,1,5560,3,2,0,1993
22,0,5560,3,2,0,1993
1,1,5561,3,2,0,1989
13,1,5561,3,2,0,1989
10,1,5561,3,2,0,1990
61,1,5561,3,2,0,1991
17,1,5561,3,2,0,1992
2,1,5563,3,2,0,1992
52,1,5565,3,2,1,1992
106,0,5566,3,2,0,1991
21,0,5567,3,1,1,1993
8,1,5568,3,2,0,1989
17,1,5569,3,1,0,1992
9,1,5569,3,1,0,1992
15,1,5569,3,1,0,1992
15,1,5571,3,2,1,1993
11,1,5573,3,1,0,1989
11,1,5573,3,1,0,1990
12,1,5573,3,1,0,1991
1,0,5573,3,1,0,1993
3,1,5575,3,2,0,1991
28,1,5576,3,2,0,1992
1,1,5577,3,2,0,1989
2,1,5577,3,2,0,1989
2,1,5577,3,2,0,1989
57,1,5577,3,2,0,1991
13,1,5577,3,2,0,1992
1,1,5577,3,2,0,1993
1,1,5577,3,2,0,1993
1,1,5577,3,2,0,1993
10,1,5577,3,2,0,1993
11,0,5578,3,2,0,1993
5,1,5579,3,1,0,1991
1,1,5580,3,1,0,1992
4,1,5580,3,1,0,1992
2,1,5581,3,2,0,1990
17,1,5587,3,1,0,1990
40,0,5589,3,2,0,1993
16,1,5590,3,1,1,1989
15,1,5590,3,1,1,1991
1,1,5591,3,2,1,1989
20,1,5591,3,2,1,1991
1,1,5591,3,2,1,1991
4,1,5591,3,2,1,1992
9,1,5594,3,1,1,1989
7,1,5594,3,1,1,1990
2,1,5594,3,1,1,1991
82,1,5595,3,2,1,1989
24,0,5595,3,2,1,1993
23,1,5597,3,2,1,1990
3,1,5597,3,2,1,1991
3,1,5597,3,2,1,1992
27,1,5602,3,1,0,1989
27,1,5602,3,1,0,1990
9,1,5602,3,1,0,1991
5,1,5602,3,1,0,1992
1,0,5602,3,1,0,1993
1,1,5604,3,1,0,1989
13,1,5604,3,1,0,1989
1,1,5605,3,2,0,1991
119,0,5605,3,2,0,1991
36,1,5606,3,2,0,1990
8,1,5607,3,1,0,1990
22,1,5607,3,1,0,1991
4,1,5608,3,1,0,1989
9,1,5608,3,1,0,1989
1,1,5608,3,1,0,1990
3,1,5610,3,1,1,1989
4,1,5612,2,2,0,1991
5,1,5612,2,2,0,1993
2,1,5613,2,1,0,1990
70,1,5613,2,1,0,1990
4,1,5613,2,1,0,1992
7,1,5613,2,1,0,1992
2,1,5613,2,1,0,1993
7,1,5614,2,2,0,1989
2,1,5614,2,2,0,1989
33,1,5614,2,2,0,1992
4,1,5615,2,2,0,1989
3,1,5615,2,2,0,1989
220,0,5615,2,2,1,1989
2,1,5617,2,1,0,1990
36,1,5617,2,1,0,1991
63,0,5617,2,1,0,1992
13,1,5618,2,1,1,1992
7,1,5619,2,2,0,1993
18,1,5620,3,2,1,1989
78,0,5621,3,1,1,1992
33,1,5626,3,2,0,1991
20,1,5627,3,2,1,1990
3,1,5627,3,2,1,1991
5,1,5627,3,2,1,1993
3,1,5629,2,1,0,1989
10,1,5629,2,1,0,1989
3,1,5629,2,1,0,1990
11,1,5629,2,1,0,1990
44,1,5629,2,1,0,1991
83,0,5629,2,1,0,1992
3,1,5630,2,1,0,1990
1,1,5630,2,1,0,1990
15,1,5630,2,1,0,1993
59,1,5631,2,2,0,1989
2,1,5631,2,2,0,1990
11,1,5631,2,2,0,1990
57,1,5631,2,2,0,1991
73,0,5631,2,2,0,1992
1,1,5632,2,2,1,1990
5,1,5632,2,2,1,1992
1,1,5632,2,2,1,1992
3,0,5632,2,2,1,1993
25,1,5633,2,1,0,1991
55,1,5633,2,1,0,1992
2,1,5634,2,2,0,1991
4,1,5634,2,2,0,1992
1,1,5634,2,2,0,1992
24,0,5634,2,2,0,1993
24,1,5635,2,1,0,1990
3,1,5635,2,1,0,1993
4,1,5635,2,1,0,1993
3,1,5636,2,1,0,1990
21,1,5636,2,1,0,1991
3,1,5636,2,1,0,1992
1,1,5636,2,1,0,1993
24,1,5636,2,1,0,1993
7,1,5641,2,2,1,1990
10,1,5643,2,1,0,1989
1,1,5643,2,1,0,1991
52,1,5643,2,1,0,1991
9,1,5643,2,1,0,1992
240,0,5644,2,1,0,1989
4,1,5645,2,2,1,1989
57,1,5647,2,2,0,1990
1,1,5647,2,2,0,1992
1,1,5648,3,2,1,1989
1,1,5648,3,2,1,1989
4,1,5648,3,2,1,1989
2,1,5648,3,2,1,1992
1,1,5649,3,1,1,1989
24,1,5649,3,1,1,1990
9,1,5649,3,1,1,1992
3,1,5650,3,1,0,1992
2,1,5652,3,2,0,1989
5,1,5652,3,2,0,1990
16,1,5652,3,2,0,1990
2,1,5652,3,2,0,1991
11,1,5652,3,2,0,1991
1,1,5652,3,2,0,1991
6,1,5654,3,2,0,1991
1,1,5654,3,2,0,1991
108,1,5654,3,2,0,1991
5,0,5654,3,2,0,1993
3,1,5655,3,1,1,1990
3,1,5657,3,2,1,1989
3,1,5657,3,2,1,1990
9,1,5659,3,2,0,1990
53,0,5659,3,2,0,1992
179,0,5661,3,2,1,1990
56,0,5662,2,1,0,1992
47,0,5664,2,1,0,1993
30,1,5665,3,1,1,1989
2,1,5665,3,1,1,1991
5,1,5668,3,1,0,1990
4,1,5668,3,1,0,1990
15,1,5668,3,1,0,1990
4,0,5668,3,1,0,1993
3,1,5670,3,2,1,1990
1,1,5670,3,2,1,1990
